name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
"Protector's Mark of Sanctification",52026,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel H10","Lich King",,,,,,,
"Pugius, Fist of Defiance",51941,"Icecrown Citadel H10","Lich King",,,,,,,
"Ramaladni's Blade of Culling",51905,"Icecrown Citadel H10",Saurfang,,,,,,,
"Rimetooth Pendant",51822,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Rippling Flesh Kilt",51860,"Icecrown Citadel H10",Putricide,,,,,,,
"Robes of Azure Downfall",51813,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Rotface's Rupturing Ring",51878,"Icecrown Citadel H10",Rotface,,,,,,,
"Saronite Gargoyle Cloak",51912,"Icecrown Citadel H10",Gunship,,,,,,,
"Saurfang's Cold-Forged Band",51900,"Icecrown Citadel H10",Saurfang,,,,,,,
"Scalpel-Sharpening Shoulderguards",51865,"Icecrown Citadel H10",Putricide,,,,,,,
"Scourge Fanged Stompers",51816,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Scourge Stranglers",51904,"Icecrown Citadel H10",Saurfang,,,,,,,
"Scourgelord's Baton",51922,"Icecrown Citadel H10",Deathwhisper,,,,,,,
"Seal of the Twilight Queen",51843,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Shaft of Glacial Ice",51881,"Icecrown Citadel H10",Rotface,,,,,,,
"Shawl of Nerubian Silk",51933,"Icecrown Citadel H10",Marrowgar,,,,,,,
"Shoulderguards of Crystalline Bone",51811,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Shoulderpads of the Morbid Ritual",51864,"Icecrown Citadel H10",Putricide,,,,,,,
"Shoulderpads of the Searing Kiss",51839,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Shoulders of Ruinous Senility",51859,"Icecrown Citadel H10",Putricide,,,,,,,
"Shuffling Shoes",51873,"Icecrown Citadel H10",Rotface,,,,,,,
"Signet of Putrefaction",51884,"Icecrown Citadel H10",Festergut,,,,,,,
"Sister Svalna's Aether Staff",51828,"Icecrown Citadel H10",Valithria,,,,,,,
"Sister Svalna's Spangenhelm",51825,"Icecrown Citadel H10",Valithria,,,,,,,
"Sister's Handshrouds",51921,"Icecrown Citadel H10",Deathwhisper,,,,,,,
"Skinned Whelp Shoulders",51830,"Icecrown Citadel H10",Valithria,,,,,,,
"Sliver of Pure Ice",50346,"Icecrown Citadel H10",Marrowgar,,,,,,,
Soulbreaker,51858,"Icecrown Citadel H10",Council,,,,,,,
"Soulcleave Pendant",51894,"Icecrown Citadel H10",Saurfang,,,,,,,
"Soulthief's Braided Belt",51925,"Icecrown Citadel H10",Deathwhisper,,,,,,,
"Spaulders of the Blood Princes",51847,"Icecrown Citadel H10",Council,,,,,,,
Splintershard,51819,"Icecrown Citadel H10",Sindragosa,,,,,,,
Stakethrower,51845,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Stormbringer Gloves",51827,"Icecrown Citadel H10",Valithria,,,,,,,
"Stormfury, Black Blade of the Betrayer",51942,"Icecrown Citadel H10","Lich King",,,,,,,
"Taiga Bindings",51832,"Icecrown Citadel H10",Valithria,,,,,,,
"Tainted Twig of Nordrassil",51945,"Icecrown Citadel H10","Lich King",,,,,,,
"Taldaram's Soft Slippers",51856,"Icecrown Citadel H10",Council,,,,,,,
"Taldron's Long Neglected Boots",51891,"Icecrown Citadel H10",Festergut,,,,,,,
"Taldron's Short-Sighted Helm",51877,"Icecrown Citadel H10",Rotface,,,,,,,
"Tel'thas, Dagger of the Blood King",51939,"Icecrown Citadel H10","Lich King",,,,,,,
"Thaumaturge's Crackling Cowl",51896,"Icecrown Citadel H10",Saurfang,,,,,,,
"The Facelifter",51869,"Icecrown Citadel H10",Putricide,,,,,,,
"Thrice Fanged Signet",51855,"Icecrown Citadel H10",Council,,,,,,,
"Throatrender Handguards",51844,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Tightening Waistband",51836,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Troggbane, Axe of the Frostborne King",51947,"Icecrown Citadel H10","Lich King",,,,,,,
"Unidentifiable Organ",50344,"Icecrown Citadel H10",Putricide,,,,,,,
"Valius, Gavel of the Lightbringer",51944,"Icecrown Citadel H10","Lich King",,,,,,,
"Vambraces of the Frost Wyrm Queen",51820,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel H10",Saurfang,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel H10",Putricide,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel H10","Lich King",,,,,,,
"Veincrusher Gauntlets",51835,"Icecrown Citadel H10",Lana'thel,,,,,,,
"Wand of Ruby Claret",51852,"Icecrown Citadel H10",Council,,,,,,,
"Warmace of Menethil",51946,"Icecrown Citadel H10","Lich King",,,,,,,
"Whispering Fanged Skull",50343,"Icecrown Citadel H10",Deathwhisper,,,,,,,
"Windrunner's Heartseeker",51940,"Icecrown Citadel H10","Lich King",,,,,,,
"Wrists of Septic Shock",51885,"Icecrown Citadel H10",Festergut,,,,,,,
"Wyrmwing Treads",51818,"Icecrown Citadel H10",Sindragosa,,,,,,,
"Ahn'kahar Onyx Neckguard",49989,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Aldriana's Gloves of Secrecy",50021,"Icecrown Citadel N25",Rotface,,,,,,,
"Althor's Abacus",50359,"Icecrown Citadel N25",Gunship,,,,,,,
"Amulet of the Silent Eulogy",50005,"Icecrown Citadel N25",Gunship,,,,,,,
"Anub'ar Stalker's Gloves",50188,"Icecrown Citadel N25",Valithria,,,,,,,
"Archus, Greatstaff of Antonidas",50429,"Icecrown Citadel N25","Lich King",,,,,,,
"Astrylian's Sutured Cinch",50067,"Icecrown Citadel N25",Putricide,,,,,,,
"Band of the Bone Colossus",49949,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Bauble of True Blood",50354,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Belt of Broken Bones",50036,"Icecrown Citadel N25",Festergut,,,,,,,
"Belt of the Blood Nova",50015,"Icecrown Citadel N25",Saurfang,,,,,,,
"Belt of the Lonely Noble",50451,"Icecrown Citadel N25",Trash,,,,,,,
"Bile-Encrusted Medallion",50023,"Icecrown Citadel N25",Rotface,,,,,,,
"Black Bruise",50035,"Icecrown Citadel N25",Festergut,,,,,,,
"Blightborne Warplate",50024,"Icecrown Citadel N25",Rotface,,,,,,,
"Blood Queen's Crimson Choker",50182,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Blood-Soaked Saronite Stompers",49983,"Icecrown Citadel N25",Deathwhisper,,,,,,,
Bloodfall,50178,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Bloodsunder's Bracers",50030,"Icecrown Citadel N25",Rotface,,,,,,,
"Bloodsurge, Kel'Thuzad's Blade of Agony",50427,"Icecrown Citadel N25","Lich King",,,,,,,
"Bloodvenom Blade",50412,"Icecrown Citadel N25",Saurfang,,,,,,,
"Bone Sentinel's Amulet",49975,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Boneguard Commander's Pauldrons",50003,"Icecrown Citadel N25",Gunship,,,,,,,
"Boots of the Funeral March",50416,"Icecrown Citadel N25",Valithria,,,,,,,
"Boots of Unnatural Growth",50009,"Icecrown Citadel N25",Gunship,,,,,,,
"Bracers of Dark Reckoning",49960,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Bracers of Eternal Dreaming",50417,"Icecrown Citadel N25",Valithria,,,,,,,
"Broken Ram Skull Helm",49986,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Bryntroll, the Bone Arbiter",50415,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Bulwark of Smouldering Steel",49976,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Carapace of Forgotten Kings",50038,"Icecrown Citadel N25",Festergut,,,,,,,
"Coldwraith Links",50187,"Icecrown Citadel N25",Valithria,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N25",Saurfang,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N25",Putricide,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N25","Lich King",,,,,,,
"Corp'rethar Ceremonial Crown",50006,"Icecrown Citadel N25",Gunship,,,,,,,
"Corpse Tongue Coin",50352,"Icecrown Citadel N25",Gunship,,,,,,,
"Corpse-Impaling Spike",50033,"Icecrown Citadel N25",Rotface,,,,,,,
"Crushing Coldwraith Belt",49978,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Crypt Keeper's Bracers",50175,"Icecrown Citadel N25",Council,,,,,,,
Cryptmaker,49919,"Icecrown Citadel N25",Council,,,,,,,
"Cultist's Bloodsoaked Spaulders",49987,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Death Surgeon's Sleeves",50032,"Icecrown Citadel N25",Rotface,,,,,,,
"Deathbringer's Will",50362,"Icecrown Citadel N25",Saurfang,,,,,,,
"Deathwhisper Raiment",49996,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Devium's Eternally Cold Ring",50185,"Icecrown Citadel N25",Valithria,,,,,,,
"Dislodged Foreign Object",50353,"Icecrown Citadel N25",Rotface,,,,,,,
"Distant Land",50040,"Icecrown Citadel N25",Festergut,,,,,,,
"Dual-Bladed Pauldrons",50022,"Icecrown Citadel N25",Rotface,,,,,,,
"Dying Light",50181,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Emblem of Frost",49426,"Icecrown Citadel N25","Lich King",,,,,,,
"Faceplate of the Forgotten",50060,"Icecrown Citadel N25",Festergut,,,,,,,
"Fal'inrush, Defender of Quel'thalas",49981,"Icecrown Citadel N25","Lich King",,,,,,,
"Fallen Lord's Handguards",49995,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Festergut's Acidic Blood",50226,"Icecrown Citadel N25",Festergut,,,,,,,
"Fleshrending Gauntlets",50037,"Icecrown Citadel N25",Festergut,,,,,,,
"Frostbinder's Shredded Cape",50205,"Icecrown Citadel N25",Valithria,,,,,,,
"Frostbitten Fur Boots",49950,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Frostbrood Sapphire Ring",50186,"Icecrown Citadel N25",Valithria,,,,,,,
"Frozen Bonespike",49968,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Gangrenous Leggings",50042,"Icecrown Citadel N25",Festergut,,,,,,,
"Geistlord's Punishment Sack",50073,"Icecrown Citadel N25",Council,,,,,,,
"Gendarme's Cuirass",49951,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Glorenzelg, High-Blade of the Silver Hand",50070,"Icecrown Citadel N25","Lich King",,,,,,,
"Greatcloak of the Turned Champion",50014,"Icecrown Citadel N25",Saurfang,,,,,,,
"Grinning Skull Greatboots",50190,"Icecrown Citadel N25",Valithria,,,,,,,
"Gunship Captain's Mittens",50011,"Icecrown Citadel N25",Gunship,,,,,,,
"Handguards of Winter's Respite",49979,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Harbinger's Bone Band",50447,"Icecrown Citadel N25",Trash,,,,,,,
"Havoc's Call, Blade of Lordaeron Kings",50012,"Icecrown Citadel N25","Lich King",,,,,,,
Heartpierce,49982,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Heaven's Fall, Kryss of a Thousand Lies",50426,"Icecrown Citadel N25","Lich King",,,,,,,
"Helm of the Elder Moon",50026,"Icecrown Citadel N25",Rotface,,,,,,,
"Holiday's Grace",50061,"Icecrown Citadel N25",Festergut,,,,,,,
"Horrific Flesh Epaulets",50059,"Icecrown Citadel N25",Festergut,,,,,,,
"Icecrown Glacial Wall",50065,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Ikfirus's Sack of Wonder",50001,"Icecrown Citadel N25",Gunship,,,,,,,
"Incarnadine Band of Mending",50174,"Icecrown Citadel N25",Council,,,,,,,
"Invincible's Reins",50818,"Icecrown Citadel N25","Lich King",,,,,,,
"Juggernaut Band",49985,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Keleseth's Seducer",50184,"Icecrown Citadel N25",Council,,,,,,,
"Lana'thel's Chain of Flagellation",50180,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Landsoul's Horned Greathelm",50072,"Icecrown Citadel N25",Council,,,,,,,
"Last Word",50179,"Icecrown Citadel N25",Putricide,,,,,,,
"Leather of Stitched Scourge Parts",50041,"Icecrown Citadel N25",Festergut,,,,,,,
"Leggings of Dubious Charms",50450,"Icecrown Citadel N25",Trash,,,,,,,
"Leggings of Dying Candles",50199,"Icecrown Citadel N25",Valithria,,,,,,,
"Leggings of Northern Lights",49988,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Legguards of Lost Hope",49964,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Lingering Illness",50063,"Icecrown Citadel N25",Festergut,,,,,,,
"Loop of the Endless Labyrinth",49977,"Icecrown Citadel N25",Marrowgar,,,,,,,
Lungbreaker,50183,"Icecrown Citadel N25",Valithria,,,,,,,
"Mail of Crimson Coins",50177,"Icecrown Citadel N25",Council,,,,,,,
"Marrowgar's Frigid Eye",49967,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Memory of Malygos",50424,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Might of Blight",50414,"Icecrown Citadel N25",Festergut,,,,,,,
"Mithrios, Bronzebeard's Legacy",49997,"Icecrown Citadel N25","Lich King",,,,,,,
"Necrophotic Greaves",49993,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Nerub'ar Stalker's Cord",50413,"Icecrown Citadel N25",Festergut,,,,,,,
Nibelung,49992,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Nightmare Ender",50472,"Icecrown Citadel N25",Valithria,,,,,,,
"Noose of Malachite",50195,"Icecrown Citadel N25",Valithria,,,,,,,
"Oathbinder, Charge of the Ranger-General",50425,"Icecrown Citadel N25","Lich King",,,,,,,
"Phylactery of the Nameless Lich",50360,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Plague Scientist's Boots",50062,"Icecrown Citadel N25",Festergut,,,,,,,
"Plaguebringer's Stained Pants",50056,"Icecrown Citadel N25",Festergut,,,,,,,
"Polar Bear Claw Bracers",50002,"Icecrown Citadel N25",Gunship,,,,,,,
"Primordial Saronite",49908,"Icecrown Citadel N25",Tokens,,,,,,,
"Professor's Bloodied Smock",50069,"Icecrown Citadel N25",Putricide,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel N25",Saurfang,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel N25",Putricide,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Protector's Mark of Sanctification",52026,"Icecrown Citadel N25","Lich King",,,,,,,
"Raging Behemoth's Shoulderplates",50020,"Icecrown Citadel N25",Rotface,,,,,,,
"Rib Spreader",50016,"Icecrown Citadel N25",Rotface,,,,,,,
Rigormortis,50068,"Icecrown Citadel N25",Putricide,,,,,,,
"Ring of Maddening Whispers",49990,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Ring of Rapid Ascent",50008,"Icecrown Citadel N25",Gunship,,,,,,,
"Ring of Rotting Sinew",50453,"Icecrown Citadel N25",Trash,,,,,,,
"Robe of the Waking Nightmare",50418,"Icecrown Citadel N25",Valithria,,,,,,,
"Rot-Resistant Breastplate",50027,"Icecrown Citadel N25",Rotface,,,,,,,
"Rotface's Acidic Blood",50231,"Icecrown Citadel N25",Rotface,,,,,,,
"Rowan's Rifle of Silver Bullets",50444,"Icecrown Citadel N25",Trash,,,,,,,
"Royal Crimson Cloak",50074,"Icecrown Citadel N25",Council,,,,,,,
"Royal Scepter of Terenas II",50428,"Icecrown Citadel N25","Lich King",,,,,,,
"Rusted Bonespike Pauldrons",49980,"Icecrown Citadel N25",Marrowgar,,,,,,,
"San'layn Ritualist Gloves",50176,"Icecrown Citadel N25",Council,,,,,,,
"Sanguine Silk Robes",50172,"Icecrown Citadel N25",Council,,,,,,,
"Scourge Hunter's Vambraces",50000,"Icecrown Citadel N25",Gunship,,,,,,,
"Scourge Reaver's Legplates",50192,"Icecrown Citadel N25",Valithria,,,,,,,
"Scourgeborne Waraxe",50411,"Icecrown Citadel N25",Gunship,,,,,,,
"Seal of Many Mouths",50025,"Icecrown Citadel N25",Rotface,,,,,,,
"Sealed Chest",51315,"Icecrown Citadel N25","Lich King",,,,,,,
"Shadow Silk Spindle",50173,"Icecrown Citadel N25",Council,,,,,,,
"Shadowfrost Shard",50274,"Icecrown Citadel N25",Tokens,,,,,,,
"Shadowvault Slayer's Cloak",49998,"Icecrown Citadel N25",Gunship,,,,,,,
"Shoulders of Frost-Tipped Thorns",50171,"Icecrown Citadel N25",Council,,,,,,,
"Shoulders of Mercy Killing",49991,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Sindragosa's Cruel Claw",50421,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Sindragosa's Flawless Fang",50361,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Skeleton Lord's Circle",49999,"Icecrown Citadel N25",Gunship,,,,,,,
"Snowserpent Mail Helm",49952,"Icecrown Citadel N25",Marrowgar,,,,,,,
"Snowstorm Helm",50202,"Icecrown Citadel N25",Valithria,,,,,,,
"Stiffened Corpse Shoulderpads",50449,"Icecrown Citadel N25",Trash,,,,,,,
"Sundial of Eternal Dusk",50423,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Taldaram's Plated Fists",50075,"Icecrown Citadel N25",Council,,,,,,,
"The Lady's Brittle Bracers",49994,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Tiny Abomination in a Jar",50351,"Icecrown Citadel N25",Putricide,,,,,,,
"Toskk's Maximized Wristguards",50333,"Icecrown Citadel N25",Saurfang,,,,,,,
Trauma,50028,"Icecrown Citadel N25",Rotface,,,,,,,
"Treads of the Wasteland",50071,"Icecrown Citadel N25",Council,,,,,,,
"Unclean Surgical Gloves",50064,"Icecrown Citadel N25",Festergut,,,,,,,
"Valanar's Other Signet Ring",50170,"Icecrown Citadel N25",Council,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Saurfang,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Putricide,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Lana'thel,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25",Sindragosa,,,,,,,
"Vanquisher's Mark of Sanctification",52025,"Icecrown Citadel N25","Lich King",,,,,,,
"Waistband of Righteous Fury",50010,"Icecrown Citadel N25",Gunship,,,,,,,
"Winding Sheet",50019,"Icecrown Citadel N25",Rotface,,,,,,,
"Wodin's Lucky Necklace",50452,"Icecrown Citadel N25",Trash,,,,,,,
"Zod's Repeating Longbow",50034,"Icecrown Citadel N25",Deathwhisper,,,,,,,
"Abomination Knuckles",51003,"Icecrown Citadel N10",Rotface,,,,,,,
"Abomination's Bloody Ring",50790,"Icecrown Citadel N10",Gunship,,,,,,,
Abracadaver,50966,"Icecrown Citadel N10",Festergut,,,,,,,
"Ancient Skeletal Boots",50772,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Battle-Maiden's Legguards",51025,"Icecrown Citadel N10",Council,,,,,,,
"Blade-Scored Carapace",50801,"Icecrown Citadel N10",Saurfang,,,,,,,
"Bleak Coldarra Carver",51788,"Icecrown Citadel N10",Sindragosa,,,,,,,
"Blood-Drinker's Girdle",51325,"Icecrown Citadel N10",Council,,,,,,,
Bloodsipper,51384,"Icecrown Citadel N10",Lana'thel,,,,,,,
"Bloodsoul Raiment",51379,"Icecrown Citadel N10",Council,,,,,,,
"Bloodstained Surgeon's Shoulderguards",50988,"Icecrown Citadel N10",Festergut,,,,,,,
"Bone Drake's Enameled Boots",50788,"Icecrown Citadel N10",Gunship,,,,,,,
"Bone Warden's Splitter",50759,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Bonebreaker Scepter",50760,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Boots of the Frozen Seed",50783,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Bracers of Dark Blessings",50785,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Bracers of Pale Illumination",50796,"Icecrown Citadel N10",Gunship,,,,,,,
"Cauterized Cord",51017,"Icecrown Citadel N10",Putricide,,,,,,,
"Cerise Coiled Ring",51381,"Icecrown Citadel N10",Council,,,,,,,
"Chestguard of Siphoned Elements",51551,"Icecrown Citadel N10",Lana'thel,,,,,,,
"Chestguard of the Failed Experiment",51009,"Icecrown Citadel N10",Rotface,,,,,,,
"Chestguard of the Frigid Noose",50780,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Chestplate of Septic Stitches",51018,"Icecrown Citadel N10",Putricide,,,,,,,
"Choker of Filthy Diamonds",51008,"Icecrown Citadel N10",Rotface,,,,,,,
"Citadel Enforcer's Claymore",50761,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Cloak of Many Skins",50859,"Icecrown Citadel N10",Festergut,,,,,,,
"Coldwraith Bracers",50774,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Collar of Haughty Disdain",51548,"Icecrown Citadel N10",Lana'thel,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N10",Lana'thel,,,,,,,
"Conqueror's Mark of Sanctification",52027,"Icecrown Citadel N10",Sindragosa,,,,,,,
"Cord of Dark Suffering",50795,"Icecrown Citadel N10",Gunship,,,,,,,
"Cord of the Patronizing Practitioner",50773,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Corrupted Silverplate Leggings",50775,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Cowl of Malefic Repose",51554,"Icecrown Citadel N10",Lana'thel,,,,,,,
"Crystalline Essence of Sindragosa",51026,"Icecrown Citadel N10",Sindragosa,,,,,,,
"Deathforged Legplates",50808,"Icecrown Citadel N10",Saurfang,,,,,,,
"Deathspeaker Disciple's Belt",50784,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Deathspeaker Zealot's Helm",50779,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Discarded Bag of Entrails",51013,"Icecrown Citadel N10",Putricide,,,,,,,
"Dreamhunter's Carbine",51561,"Icecrown Citadel N10",Valithria,,,,,,,
"Emblem of Frost",49426,"Icecrown Citadel N10","Lich King",,,,,,,
"Emerald Saint's Spaulders",51586,"Icecrown Citadel N10",Valithria,,,,,,,
"Etched Dragonbone Girdle",51782,"Icecrown Citadel N10",Sindragosa,,,,,,,
"Ether-Soaked Bracers",51007,"Icecrown Citadel N10",Rotface,,,,,,,
"Festergut's Gaseous Gloves",50967,"Icecrown Citadel N10",Festergut,,,,,,,
"Festering Fingerguards",50811,"Icecrown Citadel N10",Festergut,,,,,,,
"Flesh-Carving Scalpel",51011,"Icecrown Citadel N10",Putricide,,,,,,,
"Flesh-Shaper's Gurney Strap",51000,"Icecrown Citadel N10",Rotface,,,,,,,
"Frost Giant's Cleaver",50787,"Icecrown Citadel N10",Gunship,,,,,,,
"Frost Needle",50771,"Icecrown Citadel N10",Marrowgar,,,,,,,
"Gargoyle Spit Bracers",50802,"Icecrown Citadel N10",Saurfang,,,,,,,
"Ghoul Commander's Cuirass",50786,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Gloves of Broken Fingers",51005,"Icecrown Citadel N10",Rotface,,,,,,,
"Gluth's Fetching Knife",50999,"Icecrown Citadel N10",Rotface,,,,,,,
Gutbuster,50810,"Icecrown Citadel N10",Festergut,,,,,,,
"Halion, Staff of Forgotten Love",51799,"Icecrown Citadel N10","Lich King",,,,,,,
"Handgrips of Frost and Sleet",50777,"Icecrown Citadel N10",Deathwhisper,,,,,,,
"Hauberk of a Thousand Cuts",50800,"Icecrown Citadel N10",Saurfang,,,,,,,
"Heartsick Mender's Cape",51382,"Icecrown Citadel N10",Council,,,,,,,
"Hersir's Greatspear",51022,"Icecrown Citadel N10",Council,,,,,,,
"Ice-Reinforced Vrykul Helm",50797,"Icecrown Citadel N10",Gunship,,,,,,,
"Icecrown Rampart Bracers",50789,"Icecrown Citadel N10",Gunship,,,,,,,
"Icecrown Spire Sandals",50804,"Icecrown Citadel N10",Saurfang,,,,,,,
"Icicle Shapers",51789,"Icecrown Citadel N10",Sindragosa,,,,,,,
"Infected Choker",51012,"Icecrown Citadel N10",Putricide,,,,,,,
"Ironrope Belt of Ymirjar",51564,"Icecrown Citadel N10",Valithria,,,,,,,
