name,id,instance_name,source_name,guild_note,prio_note,tier,tier_label,created_at,updated_at
"Wrathful Gladiator's Greaves of Salvation",51360,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Greaves of Triumph",51363,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Kodohide Gloves",51420,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Kodohide Legguards",51422,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Leather Gloves",51493,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Leather Legguards",51495,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Linked Gauntlets",51504,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Linked Leggings",51506,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Mail Gauntlets",51510,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Mail Leggings",51512,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Mooncloth Gloves",51483,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Mooncloth Leggings",51485,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Ornamented Gloves",51469,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Ornamented Legplates",51471,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Ascendancy",51335,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Deliverance",51349,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Dominance",51331,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Salvation",51347,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Subjugation",51333,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Sundering",51353,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Triumph",51355,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Pendant of Victory",51357,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Plate Gauntlets",51542,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Plate Legguards",51544,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Ringmail Gauntlets",51498,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Ringmail Leggings",51500,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Sabatons of Dominance",51375,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Sabatons of Salvation",51372,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Sabatons of Triumph",51351,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Satin Gloves",51488,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Satin Leggings",51490,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Scaled Gauntlets",51475,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Scaled Legguards",51477,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Silk Handguards",51464,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Silk Trousers",51466,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Treads of Dominance",51328,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Treads of Salvation",51366,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Waistguard of Dominance",51374,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Waistguard of Salvation",51371,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Waistguard of Triumph",51350,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Wristguards of Dominance",51376,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Wristguards of Salvation",51373,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Wristguards of Triumph",51352,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Wyrmhide Gloves",51434,"Vault of Archavon N25",Toravon,,,,,,
"Wrathful Gladiator's Wyrmhide Legguards",51436,"Vault of Archavon N25",Toravon,,,,,,
"Wrynn's Gauntlets of Triumph",48377,"Vault of Archavon N25",Koralon,,,,,,
"Wrynn's Handguards of Triumph",48452,"Vault of Archavon N25",Koralon,,,,,,
"Wrynn's Legguards of Triumph",48446,"Vault of Archavon N25",Koralon,,,,,,
"Wrynn's Legplates of Triumph",48379,"Vault of Archavon N25",Koralon,,,,,,
"Zabra's Gloves of Triumph",48066,"Vault of Archavon N25",Koralon,,,,,,
"Zabra's Handwraps of Triumph",48096,"Vault of Archavon N25",Koralon,,,,,,
"Zabra's Leggings of Triumph",48064,"Vault of Archavon N25",Koralon,,,,,,
"Zabra's Pants of Triumph",48094,"Vault of Archavon N25",Koralon,,,,,,
"Bountiful Gauntlets",44004,"Obsidian Sanctum N25",Sartharion,,,,,,
"Chestplate of the Great Aspects",40453,"Obsidian Sanctum N25",Sartharion,,,,,,
"Concealment Shoulderpads",40437,"Obsidian Sanctum N25",Sartharion,,,,,,
"Council Chamber Epaulets",40438,"Obsidian Sanctum N25",Sartharion,,,,,,
"Dragon Brood Legguards",40446,"Obsidian Sanctum N25",Sartharion,,,,,,
"Dragon Hide Bag",43345,"Obsidian Sanctum N25",Sartharion,,,,,,
"Dragonstorm Breastplate",44000,"Obsidian Sanctum N25",Sartharion,,,,,,
"Fury of the Five Flights",40431,"Obsidian Sanctum N25",Sartharion,,,,,,
"Gauntlets of the Lost Conqueror",40628,"Obsidian Sanctum N25",Sartharion,,,,,,
"Gauntlets of the Lost Protector",40629,"Obsidian Sanctum N25",Sartharion,,,,,,
"Gauntlets of the Lost Vanquisher",40630,"Obsidian Sanctum N25",Sartharion,,,,,,
"Gloves of the Lost Protector",40614,"Obsidian Sanctum N25",Sartharion,,,,,,
"Gloves of the Lost Vanquisher",40615,"Obsidian Sanctum N25",Sartharion,,,,,,
"Headpiece of Reconciliation",44007,"Obsidian Sanctum N25",Sartharion,,,,,,
"Hyaline Helm of the Sniper",40451,"Obsidian Sanctum N25",Sartharion,,,,,,
"Illustration of the Dragon Soul",40432,"Obsidian Sanctum N25",Sartharion,,,,,,
"Large Satchel of Spoils",43346,"Obsidian Sanctum N25",Sartharion,,,,,,
"Leggings of the Honored",44011,"Obsidian Sanctum N25",Sartharion,,,,,,
"Mantle of the Eternal Sentinel",40439,"Obsidian Sanctum N25",Sartharion,,,,,,
"Obsidian Greathelm",44006,"Obsidian Sanctum N25",Sartharion,,,,,,
"Pennant Cloak",44005,"Obsidian Sanctum N25",Sartharion,,,,,,
"Reins of the Twilight Drake",43954,"Obsidian Sanctum N25",Sartharion,,,,,,
"Satchel of Spoils",43347,"Obsidian Sanctum N25",Sartharion,,,,,,
"Staff of Restraint",40455,"Obsidian Sanctum N25",Sartharion,,,,,,
"The Sanctum's Flowing Vestments",44002,"Obsidian Sanctum N25",Sartharion,,,,,,
"Unsullied Cuffs",44008,"Obsidian Sanctum N25",Sartharion,,,,,,
"Upstanding Spaulders",44003,"Obsidian Sanctum N25",Sartharion,,,,,,
"Wyrmrest Band",40433,"Obsidian Sanctum N25",Sartharion,,,,,,
"Arcanic Tramplers",40558,"Eye of Eternity N25",Malygos,,,,,,
"Blanketing Robes of Snow",40194,"Eye of Eternity N25",Malygos,,,,,,
"Blue Aspect Helm",40543,"Eye of Eternity N25",Malygos,,,,,,
"Boots of Healing Energies",40592,"Eye of Eternity N25",Malygos,,,,,,
"Boots of the Renewed Flight",40549,"Eye of Eternity N25",Malygos,,,,,,
"Chestguard of the Recluse",40539,"Eye of Eternity N25",Malygos,,,,,,
"Elevated Lair Pauldrons",40590,"Eye of Eternity N25",Malygos,,,,,,
"Frosted Adroit Handguards",40541,"Eye of Eternity N25",Malygos,,,,,,
"Gown of the Spell-Weaver",40526,"Eye of Eternity N25",Malygos,,,,,,
"Hood of Rationality",40562,"Eye of Eternity N25",Malygos,,,,,,
"Leash of Heedless Magic",40561,"Eye of Eternity N25",Malygos,,,,,,
"Leggings of the Wanton Spellcaster",40560,"Eye of Eternity N25",Malygos,,,,,,
"Legplates of Sovereignty",40589,"Eye of Eternity N25",Malygos,,,,,,
"Living Ice Crystals",40532,"Eye of Eternity N25",Malygos,,,,,,
"Mantle of Dissemination",40555,"Eye of Eternity N25",Malygos,,,,,,
"Mark of Norgannon",40531,"Eye of Eternity N25",Malygos,,,,,,
"Melancholy Sabatons",40591,"Eye of Eternity N25",Malygos,,,,,,
"Reins of the Azure Drake",43952,"Eye of Eternity N25",Malygos,,,,,,
"Spaulders of Catatonia",40594,"Eye of Eternity N25",Malygos,,,,,,
"Surge Needle Ring",40474,"Eye of Eternity N25",Malygos,,,,,,
"Tunic of the Artifact Guardian",40588,"Eye of Eternity N25",Malygos,,,,,,
"Unravelling Strands of Sanity",40566,"Eye of Eternity N25",Malygos,,,,,,
"Winter Spectacle Gloves",40564,"Eye of Eternity N25",Malygos,,,,,,
"Abetment Bracers",40332,"Naxxramas N25",Gothik,,,,,,
"Ablative Chitin Girdle",39759,"Naxxramas N25",Maexxna,,,,,,
"Ablative Chitin Girdle",39759,"Naxxramas N25",Gluth,,,,,,
"Accursed Spine",40192,"Naxxramas N25",Noth,,,,,,
"Aged Winter Cloak",40250,"Naxxramas N25",Maexxna,,,,,,
"Aged Winter Cloak",40250,"Naxxramas N25",Heigan,,,,,,
"Aged Winter Cloak",40250,"Naxxramas N25",Gothik,,,,,,
"Aged Winter Cloak",40250,"Naxxramas N25",Grobbulus,,,,,,
"Angry Dread",40189,"Naxxramas N25",Noth,,,,,,
"Angry Dread",40189,"Naxxramas N25",Gluth,,,,,,
"Arachnoid Gold Band",39702,"Naxxramas N25",Anub'Rekhan,,,,,,
Armageddon,40343,"Naxxramas N25",Horsemen,,,,,,
Arrowsong,40265,"Naxxramas N25",Patchwerk,,,,,,
Arrowsong,40265,"Naxxramas N25",Gluth,,,,,,
"Atonement Greaves",39734,"Naxxramas N25",Faerlina,,,,,,
"Atonement Greaves",39734,"Naxxramas N25",Gluth,,,,,,
"Bandit's Insignia",40371,"Naxxramas N25",Sapphiron,,,,,,
"Bands of Impurity",40198,"Naxxramas N25",Noth,,,,,,
"Bands of Impurity",40198,"Naxxramas N25",Gluth,,,,,,
"Bands of Mutual Respect",40324,"Naxxramas N25",Razuvious,,,,,,
"Belt of False Dignity",39735,"Naxxramas N25",Faerlina,,,,,,
"Belt of Potent Chanting",40200,"Naxxramas N25",Noth,,,,,,
"Belt of the Tortured",40260,"Naxxramas N25",Patchwerk,,,,,,
"Benefactor's Gauntlets",40302,"Naxxramas N25",Thaddius,,,,,,
"Betrayer of Humanity",40384,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Bindings of the Decrepit",40209,"Naxxramas N25",Heigan,,,,,,
"Bindings of the Decrepit",40209,"Naxxramas N25",Gluth,,,,,,
"Bindings of the Expansive Mind",40325,"Naxxramas N25",Razuvious,,,,,,
"Bindings of the Hapless Prey",39764,"Naxxramas N25",Maexxna,,,,,,
"Bindings of the Hapless Prey",39764,"Naxxramas N25",Gluth,,,,,,
"Bindings of Yearning",40338,"Naxxramas N25",Gothik,,,,,,
"Bone-Inlaid Legguards",40363,"Naxxramas N25",Sapphiron,,,,,,
"Boots of Forlorn Wishes",40326,"Naxxramas N25",Razuvious,,,,,,
"Boots of Impetuous Ideals",40246,"Naxxramas N25",Loatheb,,,,,,
"Boots of Persuasion",40269,"Naxxramas N25",Patchwerk,,,,,,
"Boots of Persuasion",40269,"Naxxramas N25",Gluth,,,,,,
"Boots of Septic Wounds",40270,"Naxxramas N25",Patchwerk,,,,,,
"Boots of the Escaped Captive",40409,"Naxxramas N25",Trash,,,,,,
"Boots of the Great Construct",40367,"Naxxramas N25",Sapphiron,,,,,,
"Boundless Ambition",40387,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Bracers of Liberation",40274,"Naxxramas N25",Grobbulus,,,,,,
"Bracers of the Tyrant",39729,"Naxxramas N25",Faerlina,,,,,,
"Bracers of the Unholy Knight",40306,"Naxxramas N25",Razuvious,,,,,,
"Bracers of Unrelenting Attack",40330,"Naxxramas N25",Gothik,,,,,,
"Bracers of Unrelenting Attack",40330,"Naxxramas N25",Gluth,,,,,,
"Breastplate of Frozen Pain",40365,"Naxxramas N25",Sapphiron,,,,,,
"Breastplate of the Lost Conqueror",40625,"Naxxramas N25",Horsemen,,,,,,
"Breastplate of the Lost Conqueror",40625,"Naxxramas N25",Gluth,,,,,,
"Breastplate of the Lost Protector",40626,"Naxxramas N25",Horsemen,,,,,,
"Breastplate of the Lost Protector",40626,"Naxxramas N25",Gluth,,,,,,
"Breastplate of the Lost Vanquisher",40627,"Naxxramas N25",Horsemen,,,,,,
"Breastplate of the Lost Vanquisher",40627,"Naxxramas N25",Gluth,,,,,,
"Breastplate of Tormented Rage",40203,"Naxxramas N25",Heigan,,,,,,
"Broken Promise",40345,"Naxxramas N25",Horsemen,,,,,,
"Broken Promise",40345,"Naxxramas N25",Gluth,,,,,,
"Burdened Shoulderplates",40334,"Naxxramas N25",Gothik,,,,,,
"Calamity's Grasp",40383,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Callous-Hearted Gauntlets",39726,"Naxxramas N25",Faerlina,,,,,,
"Callous-Hearted Gauntlets",39726,"Naxxramas N25",Gluth,,,,,,
"Cape of the Unworthy Wizard",40405,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Ceaseless Pity",40378,"Naxxramas N25",Sapphiron,,,,,,
"Chains of Adoration",40071,"Naxxramas N25",Anub'Rekhan,,,,,,
"Chains of Adoration",40071,"Naxxramas N25",Faerlina,,,,,,
"Chains of Adoration",40071,"Naxxramas N25",Noth,,,,,,
"Chains of Adoration",40071,"Naxxramas N25",Razuvious,,,,,,
"Chains of Adoration",40071,"Naxxramas N25",Patchwerk,,,,,,
"Chestguard of Bitter Charms",40210,"Naxxramas N25",Heigan,,,,,,
"Chestguard of Bitter Charms",40210,"Naxxramas N25",Gluth,,,,,,
"Chestguard of the Exhausted",40279,"Naxxramas N25",Grobbulus,,,,,,
"Chestpiece of Suspicion",40319,"Naxxramas N25",Razuvious,,,,,,
"Cincture of Polarity",40301,"Naxxramas N25",Gluth,,,,,,
"Cincture of Polarity",40301,"Naxxramas N25",Thaddius,,,,,,
"Cloak of Averted Crisis",40254,"Naxxramas N25",Maexxna,,,,,,
"Cloak of Averted Crisis",40254,"Naxxramas N25",Heigan,,,,,,
"Cloak of Averted Crisis",40254,"Naxxramas N25",Gothik,,,,,,
"Cloak of Averted Crisis",40254,"Naxxramas N25",Grobbulus,,,,,,
"Cloak of the Shadowed Sun",40252,"Naxxramas N25",Maexxna,,,,,,
"Cloak of the Shadowed Sun",40252,"Naxxramas N25",Heigan,,,,,,
"Cloak of the Shadowed Sun",40252,"Naxxramas N25",Gothik,,,,,,
"Cloak of the Shadowed Sun",40252,"Naxxramas N25",Grobbulus,,,,,,
"Corpse Scarab Handguards",39718,"Naxxramas N25",Anub'Rekhan,,,,,,
"Cosmic Lights",40374,"Naxxramas N25",Sapphiron,,,,,,
"Cover of Silence",40296,"Naxxramas N25",Thaddius,,,,,,
"Cowl of Innocent Delight",40247,"Naxxramas N25",Loatheb,,,,,,
"Cowl of Innocent Delight",40247,"Naxxramas N25",Gluth,,,,,,
"Cowl of the Perished",39768,"Naxxramas N25",Maexxna,,,,,,
"Cowl of Vanity",40287,"Naxxramas N25",Grobbulus,,,,,,
"Crippled Treads",40184,"Naxxramas N25",Noth,,,,,,
"Crown of the Lost Conqueror",40631,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Crown of the Lost Protector",40632,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Crown of the Lost Vanquisher",40633,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Crude Discolored Battlegrips",40261,"Naxxramas N25",Patchwerk,,,,,,
"Crude Discolored Battlegrips",40261,"Naxxramas N25",Gluth,,,,,,
"Cryptfiend's Bite",40208,"Naxxramas N25",Heigan,,,,,,
"Cryptfiend's Bite",40208,"Naxxramas N25",Gluth,,,,,,
"Cult's Chestguard",39724,"Naxxramas N25",Faerlina,,,,,,
Damnation,40348,"Naxxramas N25",Horsemen,,,,,,
Dawnwalkers,39701,"Naxxramas N25",Anub'Rekhan,,,,,,
"Defender's Code",40257,"Naxxramas N25",Maexxna,,,,,,
"Defender's Code",40257,"Naxxramas N25",Heigan,,,,,,
"Defender's Code",40257,"Naxxramas N25",Gothik,,,,,,
"Defender's Code",40257,"Naxxramas N25",Grobbulus,,,,,,
"Depraved Linked Belt",40275,"Naxxramas N25",Grobbulus,,,,,,
"Desecrated Past",40285,"Naxxramas N25",Grobbulus,,,,,,
"Digested Silken Robes",40062,"Naxxramas N25",Maexxna,,,,,,
"Dislocating Handguards",39727,"Naxxramas N25",Faerlina,,,,,,
"Distorted Limbs",40060,"Naxxramas N25",Maexxna,,,,,,
"Drape of the Deadly Foe",40403,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Dying Curse",40255,"Naxxramas N25",Maexxna,,,,,,
"Dying Curse",40255,"Naxxramas N25",Heigan,,,,,,
"Dying Curse",40255,"Naxxramas N25",Gothik,,,,,,
"Dying Curse",40255,"Naxxramas N25",Grobbulus,,,,,,
"Envoy of Mortality",40385,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Epaulets of the Grieving Servant",39725,"Naxxramas N25",Faerlina,,,,,,
"Epaulets of the Grieving Servant",39725,"Naxxramas N25",Gluth,,,,,,
"Eruption-Scarred Boots",40237,"Naxxramas N25",Heigan,,,,,,
"Esteemed Bindings",40323,"Naxxramas N25",Razuvious,,,,,,
"Extract of Necromantic Power",40373,"Naxxramas N25",Sapphiron,,,,,,
"Faceguard of the Succumbed",40298,"Naxxramas N25",Thaddius,,,,,,
"Fading Glow",40245,"Naxxramas N25",Loatheb,,,,,,
"Faerlina's Madness",39732,"Naxxramas N25",Faerlina,,,,,,
"Faerlina's Madness",39732,"Naxxramas N25",Gluth,,,,,,
"Faithful Steel Sabatons",40320,"Naxxramas N25",Razuvious,,,,,,
"Faithful Steel Sabatons",40320,"Naxxramas N25",Gluth,,,,,,
"Fallout Impervious Tunic",40283,"Naxxramas N25",Grobbulus,,,,,,
"Final Voyage",40346,"Naxxramas N25",Horsemen,,,,,,
"Final Voyage",40346,"Naxxramas N25",Gluth,,,,,,
"Fire-Scorched Greathelm",39723,"Naxxramas N25",Faerlina,,,,,,
"Fleshless Girdle",40263,"Naxxramas N25",Patchwerk,,,,,,
"Fleshless Girdle",40263,"Naxxramas N25",Gluth,,,,,,
"Fool's Trial",40065,"Naxxramas N25",Anub'Rekhan,,,,,,
"Fool's Trial",40065,"Naxxramas N25",Faerlina,,,,,,
"Fool's Trial",40065,"Naxxramas N25",Noth,,,,,,
"Fool's Trial",40065,"Naxxramas N25",Razuvious,,,,,,
"Fool's Trial",40065,"Naxxramas N25",Patchwerk,,,,,,
"Footwraps of Vile Deceit",40243,"Naxxramas N25",Loatheb,,,,,,
"Forethought Talisman",40258,"Naxxramas N25",Maexxna,,,,,,
"Forethought Talisman",40258,"Naxxramas N25",Heigan,,,,,,
"Forethought Talisman",40258,"Naxxramas N25",Gothik,,,,,,
"Forethought Talisman",40258,"Naxxramas N25",Grobbulus,,,,,,
Gatekeeper,40370,"Naxxramas N25",Sapphiron,,,,,,
"Gauntlets of Guiding Touch",40316,"Naxxramas N25",Razuvious,,,,,,
"Gauntlets of Guiding Touch",40316,"Naxxramas N25",Gluth,,,,,,
"Gauntlets of the Disobedient",40188,"Naxxramas N25",Noth,,,,,,
"Gemmed Wand of the Nerubians",39712,"Naxxramas N25",Anub'Rekhan,,,,,,
"Girdle of Chivalry",40278,"Naxxramas N25",Grobbulus,,,,,,
"Girdle of Razuvious",40317,"Naxxramas N25",Razuvious,,,,,,
"Girdle of Recuperation",40327,"Naxxramas N25",Razuvious,,,,,,
"Girdle of Recuperation",40327,"Naxxramas N25",Gluth,,,,,,
"Girdle of the Gambit",40272,"Naxxramas N25",Patchwerk,,,,,,
"Girdle of the Gambit",40272,"Naxxramas N25",Gluth,,,,,,
"Girdle of Unity",40241,"Naxxramas N25",Loatheb,,,,,,
"Girdle of Unity",40241,"Naxxramas N25",Gluth,,,,,,
"Gloves of Calculated Risk",40262,"Naxxramas N25",Patchwerk,,,,,,
"Gloves of Fast Reactions",40362,"Naxxramas N25",Sapphiron,,,,,,
"Gloves of Grandeur",40380,"Naxxramas N25",Sapphiron,,,,,,
"Gloves of Peaceful Death",40349,"Naxxramas N25",Horsemen,,,,,,
"Gloves of the Dancing Bear",40238,"Naxxramas N25",Heigan,,,,,,
"Gloves of the Dancing Bear",40238,"Naxxramas N25",Gluth,,,,,,
"Gloves of the Fallen Wizard",40197,"Naxxramas N25",Noth,,,,,,
"Gloves of Token Respect",39733,"Naxxramas N25",Faerlina,,,,,,
"Gothik's Cowl",40339,"Naxxramas N25",Gothik,,,,,,
"Gothik's Cowl",40339,"Naxxramas N25",Gluth,,,,,,
"Greaves of Turbulence",40240,"Naxxramas N25",Loatheb,,,,,,
"Grieving Spellblade",39200,"Naxxramas N25",Faerlina,,,,,,
"Grim Toll",40256,"Naxxramas N25",Maexxna,,,,,,
"Grim Toll",40256,"Naxxramas N25",Heigan,,,,,,
"Grim Toll",40256,"Naxxramas N25",Gothik,,,,,,
"Grim Toll",40256,"Naxxramas N25",Grobbulus,,,,,,
"Grotesque Handgrips",40242,"Naxxramas N25",Loatheb,,,,,,
"Haunting Call",40408,"Naxxramas N25",Trash,,,,,,
"Headpiece of Fungal Bloom",40304,"Naxxramas N25",Thaddius,,,,,,
"Heigan's Putrid Vestments",40234,"Naxxramas N25",Heigan,,,,,,
"Heigan's Putrid Vestments",40234,"Naxxramas N25",Gluth,,,,,,
"Helm of Diminished Pride",39760,"Naxxramas N25",Maexxna,,,,,,
"Helm of Pilgrimage",40235,"Naxxramas N25",Heigan,,,,,,
"Helm of Pilgrimage",40235,"Naxxramas N25",Gluth,,,,,,
"Helm of the Grave",40344,"Naxxramas N25",Horsemen,,,,,,
"Helm of the Grave",40344,"Naxxramas N25",Gluth,,,,,,
"Helm of Unleashed Energy",40340,"Naxxramas N25",Gothik,,,,,,
"Helm of Vital Protection",40328,"Naxxramas N25",Gothik,,,,,,
"Helm of Vital Protection",40328,"Naxxramas N25",Gluth,,,,,,
Heritage,40069,"Naxxramas N25",Anub'Rekhan,,,,,,
Heritage,40069,"Naxxramas N25",Faerlina,,,,,,
Heritage,40069,"Naxxramas N25",Noth,,,,,,
Heritage,40069,"Naxxramas N25",Razuvious,,,,,,
Heritage,40069,"Naxxramas N25",Patchwerk,,,,,,
"Hero's Surrender",40266,"Naxxramas N25",Patchwerk,,,,,,
"Heroic Key to the Focusing Iris",44577,"Naxxramas N25",Sapphiron,,,,,,
"Hood of the Exodus",40329,"Naxxramas N25",Gothik,,,,,,
"Icy Blast Amulet",40369,"Naxxramas N25",Sapphiron,,,,,,
"Idol of Awakening",40342,"Naxxramas N25",Gothik,,,,,,
"Idol of Awakening",40342,"Naxxramas N25",Gluth,,,,,,
"Idol of the Shooting Star",40321,"Naxxramas N25",Razuvious,,,,,,
"Idol of the Shooting Star",40321,"Naxxramas N25",Gluth,,,,,,
"Idol of Worship",39757,"Naxxramas N25",Faerlina,,,,,,
"Idol of Worship",39757,"Naxxramas N25",Gluth,,,,,,
"Inevitable Defeat",40406,"Naxxramas N25",Trash,,,,,,
"Inexorable Sabatons",39717,"Naxxramas N25",Anub'Rekhan,,,,,,
"Inexorable Sabatons",39717,"Naxxramas N25",Gluth,,,,,,
"Infectious Skitterer Leggings",39761,"Naxxramas N25",Maexxna,,,,,,
"Iron-Spring Jumpers",40206,"Naxxramas N25",Heigan,,,,,,
"Journey's End",40388,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Key to the Focusing Iris",44569,"Naxxramas N25",Sapphiron,,,,,,
"Last Laugh",40402,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Leggings of Atrophy",39720,"Naxxramas N25",Anub'Rekhan,,,,,,
"Leggings of Colossal Strides",40201,"Naxxramas N25",Heigan,,,,,,
"Leggings of Colossal Strides",40201,"Naxxramas N25",Gluth,,,,,,
"Leggings of Failed Escape",40331,"Naxxramas N25",Gothik,,,,,,
"Leggings of Fleeting Moments",40333,"Naxxramas N25",Gothik,,,,,,
"Leggings of Mortal Arrogance",40398,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Leggings of Voracious Shadows",40352,"Naxxramas N25",Horsemen,,,,,,
"Leggings of Voracious Shadows",40352,"Naxxramas N25",Gluth,,,,,,
"Legguards of the Apostle",40204,"Naxxramas N25",Heigan,,,,,,
"Legguards of the Boneyard",40379,"Naxxramas N25",Sapphiron,,,,,,
"Legguards of the Undisturbed",40196,"Naxxramas N25",Noth,,,,,,
"Legplates of Double Strikes",40318,"Naxxramas N25",Razuvious,,,,,,
"Legplates of the Lost Conqueror",40634,"Naxxramas N25",Gluth,,,,,,
"Legplates of the Lost Conqueror",40634,"Naxxramas N25",Thaddius,,,,,,
"Legplates of the Lost Protector",40635,"Naxxramas N25",Gluth,,,,,,
"Legplates of the Lost Protector",40635,"Naxxramas N25",Thaddius,,,,,,
"Legplates of the Lost Vanquisher",40636,"Naxxramas N25",Gluth,,,,,,
"Legplates of the Lost Vanquisher",40636,"Naxxramas N25",Thaddius,,,,,,
"Legwraps of the Defeated Dragon",40376,"Naxxramas N25",Sapphiron,,,,,,
"Libram of Radiance",40191,"Naxxramas N25",Noth,,,,,,
"Libram of Radiance",40191,"Naxxramas N25",Gluth,,,,,,
"Libram of Resurgence",40337,"Naxxramas N25",Gothik,,,,,,
"Libram of Resurgence",40337,"Naxxramas N25",Gluth,,,,,,
"Libram of Tolerance",40268,"Naxxramas N25",Patchwerk,,,,,,
"Life and Death",40336,"Naxxramas N25",Gothik,,,,,,
"Lost Jewel",40080,"Naxxramas N25",Anub'Rekhan,,,,,,
"Lost Jewel",40080,"Naxxramas N25",Faerlina,,,,,,
"Lost Jewel",40080,"Naxxramas N25",Noth,,,,,,
"Lost Jewel",40080,"Naxxramas N25",Razuvious,,,,,,
"Lost Jewel",40080,"Naxxramas N25",Patchwerk,,,,,,
"Mantle of Shattered Kinship",40063,"Naxxramas N25",Maexxna,,,,,,
"Mantle of the Corrupted",40286,"Naxxramas N25",Horsemen,,,,,,
"Mantle of the Fatigued Sage",40351,"Naxxramas N25",Grobbulus,,,,,,
"Mantle of the Locusts",39719,"Naxxramas N25",Anub'Rekhan,,,,,,
"Mantle of the Locusts",39719,"Naxxramas N25",Gluth,,,,,,
"Mantle of the Lost Conqueror",40637,"Naxxramas N25",Loatheb,,,,,,
"Mantle of the Lost Conqueror",40637,"Naxxramas N25",Gluth,,,,,,
"Mantle of the Lost Protector",40638,"Naxxramas N25",Loatheb,,,,,,
"Mantle of the Lost Protector",40638,"Naxxramas N25",Gluth,,,,,,
"Mantle of the Lost Vanquisher",40639,"Naxxramas N25",Loatheb,,,,,,
"Mantle of the Lost Vanquisher",40639,"Naxxramas N25",Gluth,,,,,,
"Matriarch's Spawn",39766,"Naxxramas N25",Maexxna,,,,,,
"Matriarch's Spawn",39766,"Naxxramas N25",Gluth,,,,,,
Murder,40368,"Naxxramas N25",Sapphiron,,,,,,
"Noble Birthright Pauldrons",40377,"Naxxramas N25",Sapphiron,,,,,,
"Origin of Nightmares",40280,"Naxxramas N25",Grobbulus,,,,,,
